Date,Username,User tag,Content,Mentions,link
"2022-09-14,18:34:06","SpencerKnight100","#1990","What's next? Godzilla?","Hathena#6395",""
"2022-09-14,18:34:55","Hathena","#6395","Would be funny if they ended up buying Raytheon next","",""
"2022-09-14,18:35:22","Hathena","#6395","And made an animated movie about warheads","",""
"2022-09-14,18:37:57","SpencerKnight100","#1990","I think they already did that. It was called the 1930's and 40's.","",""
"2022-09-14,18:38:20","SpencerKnight100","#1990","","","https://cdn.discordapp.com/attachments/975183511684272129/1019738902787014656/animated_1663195084623.gif"
"2022-09-14,18:39:23","Hathena","#6395","Disney's 
1975: The New Vietnam

From the makers of 1939: Bad Man Rises","",""
"2022-09-14,22:08:40","SpencerKnight100","#1990","I know this is kind of random, but I just learned that HBO is apparently doing an adult animated Scooby Doo series about Velma. Please tell me that I'm not the only one who's heard of this....","",""
"2022-09-14,22:27:52","Fart City 2","#4264","i am hard","SpencerKnight100#1990",""
"2022-09-14,22:28:01","Darky4540","#5733","i am soft","",""
"2022-09-14,23:00:00","Fart City 2","#4264","velma is hot you son of a bitch","Darky4540#5733",""
"2022-09-14,23:06:04","Gawa yawa","#2526","Them glasses got me acting up","",""
"2022-09-15,06:10:52","SpencerKnight100","#1990","I'm not even upset about the fact that they changed Velma's race (screw it, I'll even say that I'm all for it). I just don't understand why people feel the need to make adult-oriented reboots or spin-offs centered around classic cartoons for children. Harley Quinn is one thing, but why are they giving the same treatment to friggin' Scooby Doo?","",""
"2022-09-15,10:10:00","Tanker50207","#6978","Nostalgia","",""
"2022-09-15,10:11:09","Tanker50207","#6978","I'm against it cause in most cases it ruins a series more than it adds to it. But yeah, because there is money to be made on it.","",""
"2022-09-15,10:12:03","Tanker50207","#6978","They have a target audience, so they do their best to milk it dry, regardless of it being necessary or not.","",""
"2022-09-15,12:57:23","LOLO","#5036","Money","SpencerKnight100#1990",""
"2022-09-15,18:02:10","Hathena","#6395","Honestly, idgaf about them changing races","",""
"2022-09-15,18:02:27","Hathena","#6395","Just you know, make it make sense in the context of history?","",""
"2022-09-15,18:04:08","Hathena","#6395","Don't make Ho Chi Minh a Japanese man living in Tokyo","",""
"2022-09-15,20:47:49","Hathena","#6395","I think Val-de-Sources should stay as Asbestos","",""
"2022-09-15,20:48:01","Hathena","#6395","Or Amiante","",""
"2022-09-22,10:13:15","Hathena","#6395","I wish I could single-handedly overturn the strike tomorrow","",""
"2022-09-22,10:19:40","Gawa yawa","#2526","Oh fuck if there’s a strike than the school would be closed right?","",""
"2022-09-22,10:19:48","Gawa yawa","#2526","There’d be no point visiting","",""
"2022-09-22,10:19:52","Gawa yawa","#2526","<:dread:845749870778384446>","",""
"2022-09-22,10:27:20","Frunnkis","#8368","Yep. All classes cancelled","",""
"2022-09-22,10:45:09","Gawa yawa","#2526","Well shit","",""
"2022-09-22,10:45:19","Gawa yawa","#2526","Guess i’ll go to a comic store instead","",""
"2022-09-22,14:12:03","ZeBoss","#9827","pretty sure most people that voted for the march won't even participate in it","",""
"2022-09-22,14:12:55","Beetle💜","#9261","i will","",""
"2022-09-22,14:18:25","Hathena","#6395","I went to one back in 2019","",""
"2022-09-22,14:18:27","Hathena","#6395","Never again","",""
"2022-09-22,14:23:03","LOLO","#5036","I probably will lol","",""
"2022-09-22,14:23:16","Fart City 2","#4264","I hate everyone who voted for","",""
"2022-09-22,14:23:36","Fart City 2","#4264","And isnt participating","",""
"2022-09-22,14:24:09","LOLO","#5036","I didn't vote and I'm participating what does that make me","",""
"2022-09-22,14:28:43","Beetle💜","#9261","a good guy probs","",""
"2022-09-22,14:29:16","Beetle💜","#9261","but like the ppl who signed up just to skip just seem rlly selfish and inconsiderate but whatever right","",""
"2022-09-22,14:30:12","Hathena","#6395","Yeah","",""
"2022-09-22,14:30:55","Hathena","#6395","For me, I just find there's 0 point in participating, when I can just work on saving the environment on my own.","",""
"2022-09-22,14:31:21","Fart City 2","#4264","Yeah fuck the insta pages","",""
"2022-09-22,14:31:23","Fart City 2","#4264","Fr","",""
"2022-09-22,14:31:35","Fart City 2","#4264","I blame it on them","",""
"2022-09-22,14:32:08","Hathena","#6395","I blame social media in general","",""
"2022-09-22,14:32:24","Beetle💜","#9261","how will you do that","Hathena#6395",""
"2022-09-22,14:33:34","Hathena","#6395","Possibly by not putting my computer in standby for too long, or just do something that's within my reach.
Cause I know for sure the corporations and governments won't do zilch.","",""
"2022-09-22,14:34:00","Hathena","#6395","No amount of protesting will persuade BP, Shell, .etc to not fuck up the planet","",""
"2022-09-22,14:34:08","Beetle💜","#9261","well that wont do much but at least you're conscious about corporations and gvt being cunts abt this stuff","",""
"2022-09-22,14:34:50","Beetle💜","#9261","yeah true but the gov has more of a chance to add legislations to diminish the future effects","",""
"2022-09-22,14:34:55","Hathena","#6395","They're the main culprits tbh, they can change but choose not too.
Always","",""
"2022-09-22,14:34:58","Beetle💜","#9261","def","",""
"2022-09-22,14:35:09","Frunnkis","#8368","https://tenor.com/view/money-mr-krabs-gif-18326632","Hathena#6395",""
"2022-09-22,14:35:48","Beetle💜","#9261","welp, either way, i voted to go so im going. at least im not taking advantage of the school letting this happen","",""
"2022-09-22,14:42:20","Hathena","#6395","👍","",""
"2022-09-22,17:17:15","Babus","#7601","the skipped day made me not have to do hw","",""
"2022-09-22,17:17:19","Babus","#7601","😼","",""
"2022-09-23,11:21:48","Hathena","#6395","The march will start at 1 o clock, right?","",""
"2022-09-25,20:12:40","Hugh Neutron","#3671","Here's a good one","",""
"2022-09-25,20:12:50","Hugh Neutron","#3671","Oatmeal is not porridge","",""
"2022-09-25,20:12:57","Darky4540","#5733","OOOO","",""
"2022-09-25,20:13:00","Darky4540","#5733","NOW THATS A TAKE","",""
"2022-09-25,21:46:55","Hathena","#6395","It's congee","",""
"2022-09-30,10:42:02","Hathena","#6395","Here's a controversial one:","",""
"2022-09-30,10:42:18","Hathena","#6395","Microsoft Edge is a great, lightweight browser","",""
"2022-09-30,10:47:42","Frunnkis","#8368","🤨","",""
"2022-09-30,10:48:44","Frunnkis","#8368","*it's just more fuckin chromium*","",""
"2022-09-30,10:54:56","Hathena","#6395","Chromium is better than Chrome at times tbh","",""
"2022-09-30,10:55:35","Hathena","#6395","Vivaldi's also pretty good, but too resource-heavy for my liking.","",""
"2022-09-30,10:55:40","Hathena","#6395","Same for Opera GX","",""
"2022-09-30,10:56:14","Frunnkis","#8368","I'm prob gonna switch to Firefox if chrome goes through with this anti AdBlock shit","",""
"2022-09-30,10:56:24","Bachibouzou08","#3488","https://tenor.com/view/doggo-meme-firefox-gif-14524252","",""
"2022-09-30,10:57:09","Frunnkis","#8368","*I love megacorporations, I love having no privacy, I love signing away my entire being to big tech*","",""
"2022-09-30,11:09:20","LOLO","#5036","What","Frunnkis#8368",""
"2022-09-30,11:09:25","LOLO","#5036","Anti Adblock???","",""
"2022-09-30,11:30:45","Gawa yawa","#2526","Or","",""
"2022-09-30,11:30:52","Gawa yawa","#2526","You could check out today’s sponsor","",""
"2022-09-30,11:30:58","Gawa yawa","#2526","Opera gx","",""
"2022-09-30,11:31:07","Gawa yawa","#2526","The best browser made for gamers","",""
"2022-09-30,12:48:39","LOLO","#5036","my computer can't run it and I hate how the app icon looks","Gawa yawa#2526",""
"2022-09-30,13:03:54","Frunnkis","#8368","Judging apps based on their icons instead of their contents? Omegabased","LOLO#5036",""
"2022-09-30,13:19:43","LOLO","#5036","I mean it says a lot about design choice if they can't even manage to design a nice icon that's gonna be the face of their app","Frunnkis#8368",""
"2022-09-30,13:19:58","LOLO","#5036","I mean this is all my opinion lol if you like the icon there's no shame","",""
"2022-09-30,13:40:17","Hathena","#6395","The icon's wack tbh","",""
"2022-09-30,13:40:50","Hathena","#6395","Never been a big fan of Opera to begin with, so I'm aware of my biases","",""
"2022-09-30,15:18:03","Freeno","#1142","Nah opera icon is shit","",""
"2022-09-30,15:18:12","Freeno","#1142","They literally made it a ven diagram","",""
"2022-10-03,19:21:51","Hathena","#6395","O Reilly books suck ass","",""
"2022-10-03,19:22:13","Hathena","#6395","Overpriced junk that says jack shit about the topic in hand.","",""
"2022-10-03,19:23:36","Hathena","#6395","No Starch Press seems to be the only good publisher for programming books nowadays tbh","",""
"2022-10-04,11:01:21","Hathena","#6395","Light theme isn't even that bad","",""
"2022-10-04,11:38:02","Le Mounir","#6969","Your worst opinion","",""
"2022-10-04,11:40:10","Hathena","#6395","Sure, your retina might be burned to ashes","",""
"2022-10-04,12:04:41","Frunnkis","#8368","Depends
Productivity apps? <:Pee:903618840255152149> 
Discord, etc.? <:Poo:903618859972579370>","Hathena#6395",""
"2022-10-04,12:33:47","𝚔𝚒𝚔𝚒","#2769","It’s not necessarily horrible but it’s almost never as pleasant as dark theme","Hathena#6395",""
"2022-10-04,12:37:10","Hathena","#6395","Wireshark <:Pee:903618840255152149> 
Discord <:Pee:903618840255152149>
Major browsers <:Pee:903618840255152149>
iTerm <:Pee:903618840255152149>","Frunnkis#8368",""
"2022-10-04,12:37:20","Hathena","#6395","Twitter <:Poo:903618859972579370>","",""
"2022-10-04,12:37:34","Hathena","#6395","Twitter light mode just looks horrible","",""
"2022-10-04,14:56:34","Hathena","#6395","The Try Guys were never funny tbh, since they're owned by Buzzfeed.","",""
"2022-10-15,17:41:01","Hathena","#6395","Glass screen protectors are the worst invention known to man","",""
"2022-10-15,17:41:16","Hathena","#6395","My phone looks horrendous with it","",""
"2022-10-15,19:30:36","Hathena","#6395","Nope, should've checked the entire package since there are guide stickers in the back","",""
"2022-10-15,19:30:40","Hathena","#6395","calisse","",""
"2022-11-23,15:12:53","Hathena","#6395","The coleslaw from the caf is good ngl.","",""
"2023-01-20,07:29:54","ZeBoss","#9827","Imagine Dragons makes genuine bangers and are overhated imho","",""
"2023-01-20,09:07:30","Hathena","#6395","i don't get the hate at all to be blunt","",""
